molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL593320,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2nccn2)cc1,Partial Inhibitor,70.0
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Partial Inhibitor,12.2
CHEMBL601861,CCC(C(=O)Nc1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Inhibitor,0.574
CHEMBL590984,CCCc1c(SC)c2ccc(NC(=O)C(CC)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Inhibitor,0.49
CHEMBL606425,CCC(NC(=O)c1ccc2cc(C)n(Cc3ccc(-c4ccccc4C(=O)O)cc3)c2c1)c1ccccc1,Full Inhibitor,0.321
CHEMBL601222,CCCc1cc2cc(NC(=O)C(CC)c3ccccc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Inhibitor,0.26
CHEMBL602469,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3)cc12,Full Inhibitor,0.041
CHEMBL590983,CCCc1c(SC)c2cc(NC(=O)C(CC)c3ccccc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Inhibitor,0.036
CHEMBL602670,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCCCc3ccccc3)cc12,Full Inhibitor,0.018
CHEMBL602263,CCC(NC(=O)c1ccc2c(c1)cc(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Inhibitor,0.018
CHEMBL606422,CCC(NC(=O)c1ccc2c(c1)c(SC)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Inhibitor,0.012
CHEMBL602468,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Inhibitor,0.008
CHEMBL1092559,COC1Oc2cc(O)c3c(c2C(=O)N1C(=O)NCc1ccco1)OC1=CC(O)=C(C(C)=O)C(=O)[C@]13C,Partial Inhibitor,13.0
CHEMBL1092387,COC1Oc2cc(O)c3c(c2C(=O)N1C(=O)NCc1cccc2ccccc12)OC1=CC(O)=C(C(C)=O)C(=O)[C@]13C,Full Inhibitor,0.62
CHEMBL1172425,CSc1nc(SCc2ccccc2)c(C(=O)O)c(SCc2ccccc2)n1,Full Inhibitor,1.79
CHEMBL1671971,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,Partial Inhibitor,10.0
CHEMBL1671971,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,Partial Inhibitor,15.0
CHEMBL1485310,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)C3c3ccco3)sc2c1,Full Inhibitor,2.6
CHEMBL1334877,CC(=O)N1N=C(c2ccccc2)CC1c1cn(Cc2ccccc2)c2ccccc12,Full Inhibitor,0.748
CHEMBL1360615,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)c(C)c1,Full Inhibitor,0.194
CHEMBL1732818,O=C(O)CCN1C(=O)/C(=C/c2ccc(F)cc2F)SC1=S,Full Inhibitor,2.5
CHEMBL1718984,O=C(O)CCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S,Full Inhibitor,2.0
CHEMBL1320634,CCn1cnc2c1c(=O)n(Cc1cccc([N+](=O)[O-])c1)c(=O)n2Cc1ccccc1,Full Inhibitor,0.6
CHEMBL1720494,CCCCOC(=O)CCN1C(=O)/C(=C/c2ccccc2)SC1=S,Full Inhibitor,3.2
CHEMBL1613093,CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccco3)sc2c1,Full Inhibitor,8.2
CHEMBL1524829,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(C)o3)sc2c1.O=C(O)C(=O)O,Partial Inhibitor,14.0
CHEMBL1711502,O=C(O)CCN1C(=O)/C(=C/c2cccc(OCc3ccc(F)cc3)c2)SC1=S,Full Inhibitor,1.9
CHEMBL1322564,O=C(O)CCN1C(=O)/C(=C\c2cccc(OCc3ccccc3)c2)SC1=S,Full Inhibitor,0.276
CHEMBL1711826,O=C(O)CCN1C(=O)/C(=C/c2ccc(C(F)(F)F)cc2C(F)(F)F)SC1=S,Full Inhibitor,2.0
CHEMBL1513067,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(C)o3)sc2c1,Full Inhibitor,1.2
CHEMBL1485310,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)C3c3ccco3)sc2c1,Partial Inhibitor,22.0
CHEMBL1320634,CCn1cnc2c1c(=O)n(Cc1cccc([N+](=O)[O-])c1)c(=O)n2Cc1ccccc1,Full Inhibitor,0.173
CHEMBL1613093,CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccco3)sc2c1,Full Inhibitor,3.0
CHEMBL1513067,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(C)o3)sc2c1,Full Inhibitor,5.0
CHEMBL1334877,CC(=O)N1N=C(c2ccccc2)CC1c1cn(Cc2ccccc2)c2ccccc12,Full Inhibitor,2.0
CHEMBL1360615,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)c(C)c1,Full Inhibitor,0.152
CHEMBL1524829,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(C)o3)sc2c1.O=C(O)C(=O)O,Partial Inhibitor,30.0
CHEMBL500257,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccccc2)cc1O,Full Inhibitor,0.85
CHEMBL2031856,COc1ccc(/C=C/c2cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c2)cc1,Full Inhibitor,0.63
CHEMBL2031857,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(C(F)(F)F)cc2)cc1O,Full Inhibitor,8.1
CHEMBL2031858,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2cccc(C(F)(F)F)c2)cc1O,Full Inhibitor,0.53
CHEMBL2031859,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(C#N)cc2)cc1O,Full Inhibitor,1.2
CHEMBL2031860,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(F)cc2)cc1O,Full Inhibitor,2.32
CHEMBL2031952,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2cc(F)cc(F)c2)cc1O,Full Inhibitor,0.9
CHEMBL2031953,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(Cl)cc2)cc1O,Full Inhibitor,0.54
CHEMBL2031954,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(C=O)cc2)cc1O,Full Inhibitor,0.89
CHEMBL2031955,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(O)cc2)cc1O,Full Inhibitor,0.11
CHEMBL2031956,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccoc2)cc1O,Full Inhibitor,0.65
CHEMBL2031957,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccsc2)cc1O,Full Inhibitor,1.01
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Inhibitor,0.3
CHEMBL2070097,CC1CCN(C(=O)c2sc(-c3ccc(S(C)(=O)=O)c([N+](=O)[O-])c3)nc2C(F)(F)F)CC1,Partial Inhibitor,60.0
CHEMBL2070098,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)c(C(=O)N3CCCCC3)s2)cc1[N+](=O)[O-],Partial Inhibitor,60.0
CHEMBL2070099,CS(=O)(=O)c1ccc(-c2ncc(C(=O)N3CCCCC3)s2)cc1[N+](=O)[O-],Partial Inhibitor,60.0
CHEMBL2070232,CS(=O)(=O)c1ccc(-c2nc(-c3ccccc3)c(C(=O)N3CCCCC3)s2)cc1[N+](=O)[O-],Partial Inhibitor,60.0
CHEMBL2070233,CCc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1,Partial Inhibitor,60.0
CHEMBL2070234,CS(=O)(=O)c1ccc(-c2ncc(C(=O)NC34CC5CC(CC(C5)C3)C4)s2)cc1[N+](=O)[O-],Partial Inhibitor,60.0
CHEMBL2070235,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1,Partial Inhibitor,60.0
CHEMBL2070236,CC1(C)CC2CC(C)(CN2C(=O)c2sc(-c3ccc(S(C)(=O)=O)c([N+](=O)[O-])c3)nc2C(F)(F)F)C1,Partial Inhibitor,60.0
CHEMBL2070237,CCc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CC2(C)CC1CC(C)(C)C2,Partial Inhibitor,60.0
CHEMBL2070238,CN(Cc1cccc(F)c1)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,Partial Inhibitor,60.0
CHEMBL2070096,CN(Cc1ccccc1)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,Partial Inhibitor,60.0
CHEMBL2070095,CN(Cc1ccccc1F)C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,Partial Inhibitor,60.0
CHEMBL2070094,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)c(C(=O)N3CCc4ccccc4C3)s2)cc1[N+](=O)[O-],Partial Inhibitor,60.0
CHEMBL2070093,CC1Cc2ccccc2N1C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F,Partial Inhibitor,60.0
CHEMBL2070092,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CC2(C)CC1CC(C)(C)C2,Partial Inhibitor,60.0
CHEMBL2070091,Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCC(C)CC1,Partial Inhibitor,60.0
CHEMBL2070090,CCCN(C(=O)c1csc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)n1)c1ccccc1,Partial Inhibitor,60.0
CHEMBL2070239,CN(Cc1cccc(F)c1)C(=O)c1cnc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)s1,Partial Inhibitor,30.2
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Inhibitor,2.6
CHEMBL518700,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)C[C@H](O)[C@@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3,Partial Inhibitor,55.0
CHEMBL464453,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)CC[C@@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3,Partial Inhibitor,27.0
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,8.0
CHEMBL460026,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,Full Inhibitor,1.6
CHEMBL15594,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,Full Inhibitor,1.6
CHEMBL465183,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,Full Inhibitor,2.4
CHEMBL464982,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,Full Inhibitor,2.2
CHEMBL8739,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,Full Inhibitor,6.0
CHEMBL267476,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,Full Inhibitor,6.2
CHEMBL1173380,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL8659,CCCCCCCC/C=C\CCCCCCCC(=O)O,Full Inhibitor,4.1
CHEMBL453509,CCCCCC/C=C\CCCCCCCC(=O)O,Full Inhibitor,6.4
CHEMBL1173474,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL1173381,CCCCCCCCCCCCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL46403,CCCCCCCCCCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL82293,CCCCCCCCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL111077,CCCCCCCCCCCCCC(=O)O,Partial Inhibitor,21.0
CHEMBL108766,CCCCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL107498,CCCCCCCCCC(=O)O,Partial Inhibitor,30.0
CHEMBL2323021,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@@](O)(C(N)=O)C(F)(F)F)s1,Partial Inhibitor,100.0
CHEMBL2338472,O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.018
CHEMBL2331771,O=S(=O)(Nc1cc(F)c(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.018
CHEMBL2331774,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Br)cc2OC(F)(F)F)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.018
CHEMBL1236924,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.017
CHEMBL2331781,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.015
CHEMBL2331786,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.015
CHEMBL2331773,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc(Cl)c1Oc1cncc(Cl)c1,Full Inhibitor,0.012
CHEMBL2331770,O=C(O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Partial Inhibitor,10.0
CHEMBL2331780,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(S(C)(=O)=O)cc2)ccc1Oc1cncc(Cl)c1,Partial Inhibitor,10.0
CHEMBL2331779,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1Oc1cncc(Cl)c1,Partial Inhibitor,10.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.2
CHEMBL2338488,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)cc1)c1ccc(Cl)cc1Cl,Full Inhibitor,2.0
CHEMBL2338485,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,1.47
CHEMBL2338486,CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,1.44
CHEMBL2338476,O=S(=O)(Nc1ccc(Oc2ccc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.48
CHEMBL2331559,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(OC)cc2)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.4
CHEMBL2331776,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.16
CHEMBL2338484,N#Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.11
CHEMBL2338483,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(C(F)(F)F)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.066
CHEMBL2331787,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.05
CHEMBL2331778,CCNC(=O)c1cc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.049
CHEMBL2338473,O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(F)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.04
CHEMBL2331783,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(F)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.036
CHEMBL2331775,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.035
CHEMBL2338482,CC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,Full Inhibitor,0.034
CHEMBL2338481,NC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,Full Inhibitor,0.032
CHEMBL2338478,O=S(=O)(Nc1cc(C(F)(F)F)c(Oc2cncc(Cl)c2)c(C(F)(F)F)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.031
CHEMBL2338475,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cnc2ccccc2c1,Full Inhibitor,0.03
CHEMBL2338479,N#Cc1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,Full Inhibitor,0.027
CHEMBL2338474,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(C(F)(F)F)cc1Cl,Full Inhibitor,0.025
CHEMBL2331777,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(I)cc2)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.025
CHEMBL2331785,CCNC(=O)c1cc(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.025
CHEMBL2331772,O=S(=O)(Nc1cc(Cl)c(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.021
CHEMBL2331782,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.021
CHEMBL2338477,O=S(=O)(Nc1cc(Cl)c(Oc2ccc3ncccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,Full Inhibitor,0.02
CHEMBL2338480,Cc1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,Full Inhibitor,0.019
CHEMBL2338487,COc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.019
CHEMBL2403509,O=C(O)CCc1ccc(CNC(=O)c2cccc(CNC(=O)c3ccccc3)c2)cc1,Partial Inhibitor,62.7
CHEMBL2403501,CCN(Cc1cccc(C(=O)N(CC)Cc2ccc(CCC(=O)O)cc2)c1)C(=O)c1ccccc1,Partial Inhibitor,56.2
CHEMBL2403499,CC(C)N(Cc1ccc(CCC(=O)O)cc1)C(=O)c1cccc(CNC(=O)c2ccccc2)c1,Partial Inhibitor,38.7
CHEMBL1526763,O=C(O)c1ccc(COc2ccccc2C=C2C(=O)c3ccccc3C2=O)cc1,Full Inhibitor,1.144
CHEMBL1426715,O=C(O)c1ccc(-n2nnnc2SCc2ccccc2Br)cc1,Full Inhibitor,5.132
CHEMBL2048021,O=C(O)Cn1c(SCCOc2ccc3ccccc3c2)nc2ccccc21,Full Inhibitor,2.223
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.159
CHEMBL3109597,COc1ccc(NC(c2ccc(OC(F)(F)F)cc2)c2c(C)[nH]c3ccccc23)cc1OC,Partial Inhibitor,25.0
CHEMBL3264932,CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccccc4)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,Partial Inhibitor,15.0
CHEMBL3264936,CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccc(-c5ccc(OC)cc5)cc4)cc3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,Partial Inhibitor,100.0
CHEMBL39176,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Full Inhibitor,8.67
CHEMBL295416,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,Partial Inhibitor,53.7
CHEMBL518038,CCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,Full Inhibitor,3.6
CHEMBL455936,Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)c1C,Full Inhibitor,6.2
CHEMBL518507,O=C(O)CSc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1,Full Inhibitor,3.7
CHEMBL459721,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc3ncccc3c2)n1)C(=O)O,Full Inhibitor,3.5
CHEMBL456792,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,Full Inhibitor,1.5
CHEMBL3357979,CCCCCCCc1oc2cc(O)ccc2c(=O)c1-c1ccc(O)cc1,Full Inhibitor,5.0
CHEMBL3343011,COc1ccc(C2COc3cc(O)ccc3C2=O)cc1,Partial Inhibitor,124.0
CHEMBL1373918,COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1,Partial Inhibitor,26.0
CHEMBL3398464,CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](CC(=O)O)C1,Full Inhibitor,2.83
CHEMBL3398463,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,Full Inhibitor,0.21
CHEMBL3398462,CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,Full Inhibitor,8.11
CHEMBL3398461,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.34
CHEMBL3398460,CCOC(=O)N1C[C@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,Full Inhibitor,1.59
CHEMBL3398459,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.09
CHEMBL3398458,CCOC(=O)N1C[C@@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,Full Inhibitor,0.69
CHEMBL3398457,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,0.52
CHEMBL3398456,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,0.21
CHEMBL3398455,CCOC(=O)N1C[C@@H](CCc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,Full Inhibitor,0.49
CHEMBL3398454,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc(C(F)(F)F)co3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.05
CHEMBL3398453,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc4ccccc4o3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.59
CHEMBL3398452,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)cc1,Full Inhibitor,1.16
CHEMBL3398451,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,3.57
CHEMBL3398450,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)cc1,Full Inhibitor,1.53
CHEMBL255930,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.02
CHEMBL255930,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.03
CHEMBL3398449,Cc1ccnc(N2C[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@@H](C(=O)O)C2)n1,Full Inhibitor,0.45
CHEMBL3398448,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3ncccn3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,2.04
CHEMBL3398447,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)c1,Full Inhibitor,0.11
CHEMBL3398446,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)c1,Full Inhibitor,0.04
CHEMBL3398445,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3ccccc3)C[C@H]2C(=O)O)c1,Full Inhibitor,0.14
CHEMBL3398444,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(c3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,0.08
CHEMBL3398444,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(c3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,0.22
CHEMBL3398443,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.08
CHEMBL3398443,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,0.08
CHEMBL3398442,CCOC(=O)N1C[C@@H](Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,Full Inhibitor,2.68
CHEMBL3398441,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,3.63
CHEMBL3398440,CCOC(=O)N1C[C@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,Full Inhibitor,8.11
