molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL1082079,CCCCOc1ccc(-c2ccc(C(=O)O)cc2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,Full Inhibitor,0.010000001
CHEMBL1089176,Cc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccc(Cl)cc4)oc3C)cc2)cc1,Full Inhibitor,0.1414
CHEMBL1088910,Cc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)cc2)cc1,Full Inhibitor,0.24780001
CHEMBL1088911,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1,Full Inhibitor,0.162
CHEMBL1089210,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1,Full Inhibitor,2.789
CHEMBL1090211,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3oc(-c4ccc(Cl)cc4)nc3C)c2)cc1,Full Inhibitor,3.5460002
CHEMBL1090212,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3sc(-c4ccc(Cl)cc4)nc3C)c2)cc1,Full Inhibitor,4.057
CHEMBL1091664,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)sc3C)c2)cc1,Full Inhibitor,3.3620002
CHEMBL1091980,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccccc4Cl)oc3C)c2)cc1,Full Inhibitor,1.039
CHEMBL1092931,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4cccc(Cl)c4)oc3C)c2)cc1,Full Inhibitor,0.384
CHEMBL1089164,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(F)cc4)oc3C)c2)cc1,Full Inhibitor,2.3000002
CHEMBL1090187,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)(C)C)cc4)oc3C)c2)cc1,Full Inhibitor,0.483
CHEMBL1089969,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)c2)cc1,Full Inhibitor,1.988
CHEMBL1089970,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(N5CCOCC5)cc4)oc3C)c2)cc1,Full Inhibitor,1.194
CHEMBL1090188,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C#N)cc4)oc3C)c2)cc1,Full Inhibitor,7.2570004
CHEMBL1090189,COc1ccc(-c2nc(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)c(C)o2)cc1,Full Inhibitor,0.873
CHEMBL1090877,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C)cc4)oc3C)c2)cc1,Full Inhibitor,1.3610001
CHEMBL1090878,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)C)cc4)oc3C)c2)cc1,Full Inhibitor,0.497
CHEMBL1091218,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1,Full Inhibitor,2.7370002
CHEMBL1092235,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCCCC2)c1,Full Inhibitor,4.498
CHEMBL1092236,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCCC2)c1,Full Inhibitor,9.444
CHEMBL1092237,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCC2)c1,Full Inhibitor,5.293
CHEMBL1091196,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OCC2CC2)c1,Full Inhibitor,5.3360004
CHEMBL1089500,CCCOC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Partial Inhibitor,10.31
CHEMBL1089501,COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Partial Inhibitor,15.000001
CHEMBL1093405,O=C(O)CCN1C(=O)/C(=C\c2ccc(Cl)cc2Cl)SC1=S,Full Inhibitor,0.87600005
CHEMBL1090443,Cc1ccc(COc2ccccc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1,Full Inhibitor,1.319
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.26700002
CHEMBL1629930,O=C(Oc1ccc([N+](=O)[O-])cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,Full Inhibitor,0.97300005
CHEMBL378160,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,Full Inhibitor,0.512
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,0.855
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.19900002
CHEMBL1783031,CCCc1cc(OC2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.037
CHEMBL25710,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,Full Inhibitor,0.3
CHEMBL94306,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Inhibitor,0.057000004
CHEMBL1783032,CCCc1cc(OC2CCCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.085
CHEMBL1783033,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N\O)c1O,Full Inhibitor,0.048
CHEMBL1783034,O=C1NC(=O)[C@H](c2cccc(OCCCOc3ccc(Oc4ccccc4)cc3)c2)S1,Full Inhibitor,0.076000005
CHEMBL1783035,CCCc1cc(OC2CCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.063
CHEMBL279053,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,Full Inhibitor,0.11000001
CHEMBL1783036,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.19500001
CHEMBL331071,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Inhibitor,0.019000001
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.14
CHEMBL1783037,CCCc1cc(Oc2ccc(C(C)C)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.17
CHEMBL1782067,CCCc1cc(C(=O)c2ccc(Cl)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.14400001
CHEMBL23670,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,Full Inhibitor,0.56
CHEMBL1783038,CCCc1cc(Oc2ccc(C(C)(C)C)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.335
CHEMBL1783039,CCCc1cc(-c2noc3ccccc23)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.030000001
CHEMBL278994,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,Full Inhibitor,0.094000004
CHEMBL1783040,CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.291
CHEMBL1783041,CCCc1cc(C(=O)C2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.046000004
CHEMBL121106,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.21000001
CHEMBL1783042,CCCc1cc(C=C2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.15
CHEMBL1783043,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.22600001
CHEMBL1783044,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc([C@H]2SC(=O)NC2=O)cc1,Full Inhibitor,0.735
CHEMBL1783045,CCCc1cc(CC2CCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.059000004
CHEMBL1783046,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.07300001
CHEMBL1783047,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc(CC(C)(C)C(=O)O)cc1,Full Inhibitor,1.087
CHEMBL1783048,CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.34
CHEMBL1783049,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.07700001
CHEMBL206794,CC(C)(Oc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Full Inhibitor,0.98100007
CHEMBL1783050,CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1,Full Inhibitor,0.49
CHEMBL1783051,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.3
CHEMBL377508,CC(C)(Oc1ccc(OCCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Full Inhibitor,7.6900005
CHEMBL1783052,CCCc1cc(-c2ccccc2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1,Full Inhibitor,0.45000002
CHEMBL1783053,CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.030000001
CHEMBL1783054,CCCc1cc(C2CCCCCC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Full Inhibitor,0.64000005
CHEMBL318684,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Full Inhibitor,0.064
CHEMBL1783055,CCCc1cc(Oc2ccc(Cl)c(C)c2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.056
CHEMBL1783056,CCCc1cc(C2CCC(=O)CC2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1,Full Inhibitor,1.1600001
CHEMBL1783057,CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.078
CHEMBL1783058,Cc1ccc(OCCCOc2ccc(CCC(=O)O)cc2)c(Cl)c1,Full Inhibitor,6.4400005
CHEMBL1783059,CCCc1cc([C@H]2CC[C@H](O)CC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Full Inhibitor,0.18
CHEMBL1783060,CCCc1cc(C2CCC(F)(F)CC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Full Inhibitor,0.54
CHEMBL1783061,CCCc1cc(C2CCC(C)(C)CC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Full Inhibitor,1.7600001
CHEMBL1783062,CCCc1cc(C2CCOCC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Full Inhibitor,0.75000006
CHEMBL1783063,CC[C@](C)(Cc1ccc(OCCCOc2ccc(C3CCCCC3)cc2Cl)cc1)C(=O)O,Full Inhibitor,1.8510001
CHEMBL202739,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCC(C)(C)CC3)cc2Cl)cc1)C(=O)O,Full Inhibitor,3.6100001
CHEMBL1783064,CC(C)C1=CC(C)(C)Oc2cc(OCCCOc3ccc(CC(C)(C)C(=O)O)cc3)c(Cl)cc21,Full Inhibitor,1.845
CHEMBL1783065,CC1(C)C=C(c2cccc(C(F)(F)F)c2)c2ccc(OCCCOc3ccc(CC(C)(C)C(=O)O)cc3)cc2O1,Full Inhibitor,1.845
CHEMBL1783066,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.057000004
CHEMBL23881,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(C)=O)c1O,Full Inhibitor,0.58000004
CHEMBL1783067,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc([C@H]2SC(=O)NC2=O)cc1,Full Inhibitor,0.18
CHEMBL1933845,CCCCCS(=O)(=O)NC(=O)/C=C/c1cc(C2CC2)nn1Cc1ccc(C(F)(F)F)cc1Cl,Full Inhibitor,0.012
CHEMBL1933842,CC(C)CCS(=O)(=O)NC(=O)/C=C/c1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,Full Inhibitor,0.015000001
CHEMBL1933841,CCCCCS(=O)(=O)NC(=O)/C=C/c1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,Full Inhibitor,0.023000002
CHEMBL1933822,CCCCCS(=O)(=O)NC(=O)CCc1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,Full Inhibitor,0.021000002
CHEMBL1946566,C[C@@H](Oc1cc(Cn2c(=O)n(Cc3ccc(Cl)cc3)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,Full Inhibitor,4.8
CHEMBL1946567,C[C@@H](Oc1cc(Cn2c(=O)n(C(=O)c3ccc(Cl)cc3)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,Full Inhibitor,0.25500003
CHEMBL1946568,C[C@@H](Oc1cc(Cn2c(=O)n(-c3ccc(C(C)(C)C)cc3)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,Full Inhibitor,0.16100001
CHEMBL1946569,C[C@@H](Oc1cc(Cn2c(=O)n(-c3nc4ccc(Cl)cc4s3)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,Full Inhibitor,1.3740001
CHEMBL1946570,C[C@@H](Oc1cc(Cn2c(=O)n(-c3noc4cc(Cl)ccc34)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,Full Inhibitor,0.068
CHEMBL1946571,Cc1cccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc12,Full Inhibitor,0.0092
CHEMBL1946572,Cc1ccc2onc(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)c2c1,Full Inhibitor,0.0112000005
CHEMBL1946753,Cc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.0142
CHEMBL1946754,C[C@@H](Oc1cc(Cn2c(=O)n(-c3noc4ccc(Cl)cc34)c3ccc(C(F)(F)F)cc32)ccc1Cl)C(=O)O,Full Inhibitor,0.035400003
CHEMBL1946755,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.0041
CHEMBL1946756,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.0032000002
CHEMBL1946757,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccc(C(F)(F)F)cc43)noc2c1,Full Inhibitor,0.0023
CHEMBL1946758,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccc(OC(F)(F)F)cc43)noc2c1,Full Inhibitor,0.0041
CHEMBL1946952,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.066
CHEMBL1946953,COc1ccc2c(-n3c(=O)n(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.0091
CHEMBL1946954,COc1ccc2c(-n3c(=O)n(Cc4cccc(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.924
CHEMBL1946955,CC[C@@H](Oc1cccc(Cn2c(=O)n(-c3noc4cc(OC)ccc34)c3ccc(C(F)(F)F)cc32)c1)C(=O)O,Full Inhibitor,3.657
CHEMBL1947138,COc1ccc2c(-n3c(=O)n(Cc4ccccc4[C@@]4(C)OC(=O)NC4=O)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,6.6330004
CHEMBL1947139,COc1ccc2c(-n3c(=O)n(Cc4ccc([C@@]5(C)OC(=O)NC5=O)cc4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,2.177
CHEMBL1947140,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.093
CHEMBL1947141,COc1ccc2c(-n3c(=O)n(-c4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,6.9350004
CHEMBL1947142,COc1ccc2c(-n3c(=O)n(Cc4cc([C@@]5(C)OC(=O)NC5=O)ccc4Cl)c4cc(C(F)(F)F)ccc43)noc2c1,Full Inhibitor,0.0077
CHEMBL1947143,COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccccc43)noc2c1,Full Inhibitor,0.0069000004
CHEMBL1947144,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,Full Inhibitor,0.083100006
CHEMBL1947145,C[C@]1(c2cccc(Cn3c(=O)n(-c4noc5cc(Cl)ccc45)c4ccccc43)c2)OC(=O)NC1=O,Full Inhibitor,0.0491
CHEMBL1947146,COc1ccc2c(-n3c(=O)n(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4ccccc43)noc2c1,Full Inhibitor,0.0137
CHEMBL1947147,COc1ccc2c(-n3c(=O)n(Cc4cc([C@@]5(C)OC(=O)NC5=O)ccc4Cl)c4ccccc43)noc2c1,Full Inhibitor,0.0099
CHEMBL2024606,CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Inhibitor,0.33
CHEMBL212911,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Full Inhibitor,0.0050000004
CHEMBL237519,Cc1ccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,Full Inhibitor,0.017
CHEMBL237307,Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc1Oc1ccc(OC(C)(C)C(=O)O)c(C)c1,Full Inhibitor,0.0050000004
CHEMBL237520,Cc1cc(Oc2ccc(F)c(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.008
CHEMBL234659,COc1cc(OCC(=O)O)c(C)cc1SCc1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,Partial Inhibitor,23.6
CHEMBL234662,COc1ccc(COc2ccc(CSc3ccc(OCC(=O)O)c4c3CCC4)cc2)cc1,Partial Inhibitor,13.8
CHEMBL81248,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.014
CHEMBL2037005,CCCC[C@@](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,Full Inhibitor,2.2410002
CHEMBL77502,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.010000001
CHEMBL2037006,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.128
CHEMBL82034,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.018000001
CHEMBL81592,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,Full Inhibitor,0.49100003
CHEMBL2037009,CC(C)Cc1cc(Oc2ccccc2)ccc1OCCCOc1ccc([C@@H]2SC(=O)NC2=O)cc1,Full Inhibitor,0.48000002
CHEMBL2037010,CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Full Inhibitor,0.030000001
CHEMBL2037079,O=C(O)[C@@H]1CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,Full Inhibitor,4.1000004
CHEMBL435343,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Cl)cc3Cl)cc2O1,Full Inhibitor,2.9
CHEMBL180504,COc1cc(C[C@H](OC)C(=O)O)ccc1OCCCOc1ccc(Oc2ccccc2)cc1,Full Inhibitor,0.013
CHEMBL232395,O=C(O)COc1ccc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c1CCCO2,Full Inhibitor,5.5600004
CHEMBL391479,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c(c1OCC(=O)O)CCCO2,Partial Inhibitor,33.300003
CHEMBL361424,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,Full Inhibitor,2.6000001
CHEMBL207103,CCCc1c(OCCCNc2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.102000006
CHEMBL383728,CCCc1c(OCCCn2ccc3cc(CC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,Full Inhibitor,1.9000001
CHEMBL209563,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)cc2C)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.46
CHEMBL210768,CCCc1c(OCCCOc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.28
CHEMBL210973,CCCc1c(OCCCOc2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.27
CHEMBL207442,CCCc1c(OCCCN(C)c2cccc(CC(=O)O)c2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,3.0000002
CHEMBL207019,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Full Inhibitor,2.9
CHEMBL391264,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccco2)c1,Full Inhibitor,0.94000006
CHEMBL206794,CC(C)(Oc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Full Inhibitor,0.98100007
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Full Inhibitor,0.19500001
CHEMBL23670,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,Full Inhibitor,0.56
CHEMBL241078,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccs2)c1,Full Inhibitor,1.09
CHEMBL393939,Cc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,Full Inhibitor,0.007
CHEMBL237710,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Oc3ccccc3)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.11400001
CHEMBL237084,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)ccc1OC(C)(C)C(=O)O,Full Inhibitor,0.20300001
CHEMBL495904,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4c(C)cccc43)c2)c(C(=O)O)c1,Full Inhibitor,1.9950001
CHEMBL495905,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4c(Br)cccc43)c2)c(C(=O)O)c1,Full Inhibitor,1.2590001
CHEMBL498172,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4cc(Cl)ccc43)c2)c(C(=O)O)c1,Full Inhibitor,1.585
CHEMBL525552,COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c1,Partial Inhibitor,10.0
CHEMBL485088,O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,Full Inhibitor,3.9810002
CHEMBL524829,COc1ccc2c(c1)CCN(S(=O)(=O)c1cccc(C(=O)Nc3ccc(Cl)cc3C(=O)O)c1)C2,Full Inhibitor,6.3100004
CHEMBL496933,Cc1c(Cl)ccc2c1CN(S(=O)(=O)c1cccc(C(=O)Nc3ccc(Cl)cc3C(=O)O)c1)CC2,Full Inhibitor,5.012
CHEMBL2331784,CCOC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1,Full Inhibitor,0.080000006
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.012
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.07552
CHEMBL3425797,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@H](c1ccc(O)cc1)O2,Full Inhibitor,0.47120005
CHEMBL1551302,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,Full Inhibitor,0.61670005
CHEMBL458053,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2cc1CC=C(C)C,Full Inhibitor,0.48880002
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,0.72
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Inhibitor,0.34
CHEMBL602468,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Inhibitor,0.00037000002
CHEMBL602469,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3)cc12,Full Inhibitor,0.001
